類別代號,類別,信筒樣式代號,信筒樣式,縣市,鄉鎮市區,村里,路名,地址描述,服務單位,聯絡電話,備註,x座標,y座標
4,普通信箱,1,單口,新北市,平溪區,十分里,十分街105號,,木柵郵局郵務股,(02)29392781#50,收信時間17:20,121.77679499999999,25.043008999999998
3,普通信筒,3,四口,臺北市,文山區,景行里,景中街,景行公園公車站牌,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:00,121.544139,24.992543
3,普通信筒,2,雙口,臺北市,文山區,景華里,景興路42巷6弄,景興路42巷6弄口對面,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:05,121.543333,24.996944
3,普通信筒,2,雙口,臺北市,文山區,萬有里,羅斯福路6段35號,羅斯福路6段35號,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:07,121.540277,24.999722
3,普通信筒,3,四口,臺北市,文山區,萬祥里,羅斯福路5段147號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:08,121.538921,25.004095
5,限時普通雙用信筒,3,四口,臺北市,文山區,萬有里,興隆路1段82號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:11,121.540951,25.00338
3,普通信筒,3,四口,臺北市,文山區,萬盛里,興隆路1段55巷27弄1-5號對面公園,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:15,121.538734,25.004404
5,限時普通雙用信筒,3,四口,臺北市,文山區,萬盛里,萬盛街15號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:20,121.539785,25.007118
3,普通信筒,2,雙口,臺北市,文山區,萬年里,羅斯福路5段84號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:22,121.537897,25.008083
3,普通信筒,2,雙口,臺北市,文山區,萬年里,汀州路4段88號,師大分部,木柵郵局郵務股景美投遞站,(02)29328608,收信時間16:00,121.53713,25.007933
3,普通信筒,2,雙口,臺北市,文山區,萬和里,溪州街10號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:28,121.535238,25.006176
3,普通信筒,3,四口,臺北市,文山區,萬隆里,萬隆街47-12號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:31,121.536694,25.000782
3,普通信筒,2,雙口,臺北市,文山區,萬隆里,萬隆街45-7號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:37,121.537129,25.000398
3,普通信筒,2,雙口,臺北市,文山區,萬隆里,羅斯福路6段10號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:39,121.539392,25.000297
3,普通信筒,3,四口,臺北市,文山區,萬慶里,景仁街78巷,景仁街78巷口行人道,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:41,121.538301,24.998367
3,普通信筒,3,四口,臺北市,文山區,萬慶里,溪口街36巷,溪口街36巷口,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:43,121.53987,24.995455
3,普通信筒,2,雙口,臺北市,文山區,萬慶里,景福街195號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:45,121.537795,24.994686
3,普通信筒,3,四口,臺北市,文山區,景美里,羅斯福路6段310號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:55,121.539637,24.990514
3,普通信筒,2,雙口,臺北市,文山區,景行里,景興街282巷,景興街282巷,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:03,121.544455,24.998453
3,普通信筒,2,雙口,臺北市,文山區,景行里,羅斯福路6段387號,景美郵局,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:30,121.540891,24.992363
3,普通信筒,2,雙口,臺北市,文山區,興福里,景興街101號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間16:50,121.544455,24.998453
3,普通信筒,2,雙口,臺北市,文山區,興福里,興順街185號,興順街185號,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:48,121.545833,25.001666
3,普通信筒,2,雙口,臺北市,文山區,景福里,景華街121巷,景華街121巷,木柵郵局郵務股景美投遞站,(02)29328608,收信時間16:55,121.546728,24.996185
3,普通信筒,2,雙口,臺北市,文山區,興安里,仙岩路20之3號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:00,121.548888,24.998611
3,普通信筒,3,四口,臺北市,文山區,興業里,興隆路2段154巷11號,公園,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:03,121.551944,25.000833
3,普通信筒,2,雙口,臺北市,文山區,興業里,辛亥路5段102號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:05,121.552733,24.99812
3,普通信筒,2,雙口,臺北市,文山區,興得里,興隆路3段56號,中國科技大學,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:08,121.555406,24.99923
3,普通信筒,3,四口,臺北市,文山區,興得里,興隆路3段178號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:00,121.558544,24.998087
5,限時普通雙用信筒,3,四口,臺北市,文山區,興家里,興隆路3段306號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:17,121.554535,25.000789
3,普通信筒,2,雙口,臺北市,文山區,興家里,興隆路3段221巷,興隆路3段221巷,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:19,121.559849,24.994188
3,普通信筒,3,四口,臺北市,文山區,興家里,興隆路3段185巷口,興隆路3段185巷,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:21,121.554535,25.000789
3,普通信筒,2,雙口,臺北市,文山區,興家里,興隆路3段153號,警察學校,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:25,121.559271,24.998059
5,限時普通雙用信筒,3,四口,臺北市,文山區,興光里,興隆路3段9號,肯德基門口,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:27,121.554535,25.000789
5,限時普通雙用信筒,3,四口,臺北市,文山區,興昌里,辛亥路4段101巷,辛亥路4段101巷,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:30,121.558973,25.006671
3,普通信筒,2,雙口,臺北市,文山區,興泰里,辛亥路4段132號,環遊市社區大樓前,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:33,121.558098,25.00615
3,普通信筒,3,四口,臺北市,文山區,興泰里,辛亥路4段252巷2弄,辛亥路4段252巷2弄,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:36,121.55469,25.001919
3,普通信筒,2,雙口,臺北市,文山區,興旺里,福興路63巷口對面,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:38,121.551748,25.001833
3,普通信筒,3,四口,臺北市,文山區,興旺里,興隆路2段235號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:40,121.550809,25.001674
3,普通信筒,2,雙口,臺北市,文山區,興業里,興隆路2段171號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:45,121.548984,25.000746
3,普通信筒,3,四口,臺北市,文山區,興豐里,興隆路2段97號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:44,121.547429,24.999765
3,普通信筒,2,雙口,臺北市,文山區,興豐里,興隆路1段235號,,木柵郵局郵務股景美投遞站,(02)29328608,收信時間17:46,121.543943,24.999853
3,普通信筒,2,雙口,臺中市,烏日區,榮泉里,高鐵路一段170號,烏日鄉戶政事務所前,烏日郵局,(04)23381449#21,收信時間09：30,120.60296,24.10851
3,普通信筒,1,單口,臺北市,內湖區,紫陽里,文德路210巷30弄,文德路210巷30弄口,內湖郵局郵務股,(02)27901070#21,收信時間16:50,121.585277,25.077222
3,普通信筒,2,雙口,高雄市,大寮區,中庄里,中庄路59號,中庄國小,鳳山郵局快捷股,(07)7414103,收信時間17:17,120.398611,22.634722
3,普通信筒,3,四口,臺北市,士林區,臨溪里,至善路2段264號,,臺北郵局士林投遞股,(02)28859358#10,收信時間10:30,121.551111,25.100277
3,普通信筒,2,雙口,臺中市,北區,樂英里,雙十路一段16號,國立臺灣體育大學對面,臺中郵局快包二股,(04)23015110#526,收信時間17：50,120.6874,24.14928
3,普通信筒,2,雙口,臺中市,大里區,中新里,中興路二段212號,大里郵局前,大里郵局郵務股,(04)24862058#21,收信時間16：30,120.68868,24.10309
3,普通信筒,2,雙口,嘉義縣,布袋鎮,好美里,107號,好美里107號旁,布袋郵局,(05)3475253,收信時間：11:10,120.137823,23.338522000000005
3,普通信筒,3,四口,桃園市,平鎮區,,延平路二段56號,水利會,平鎮郵局,(03)4024420,11:00,121.212777,24.949999
3,普通信筒,2,雙口,桃園市,新屋區,永安里,中山西路3段222號,新屋永安郵局門口,新屋郵局,(03)4777348#22,17:30,121.041111,24.983611
3,普通信筒,2,雙口,桃園市,中壢區,中堅里,龍東路750號,中壢龍東路郵局,桃園郵局中壢投遞股,(03)4622472,17:00,121.259065,24.941612
5,限時普通雙用信筒,2,雙口,新北市,瑞芳區,,汽車路93-6號,九份郵局門口,瑞芳郵局,(02)24972158,收信時間16：00,121.84611299999999,25.110572999999995
3,普通信筒,2,雙口,新北市,林口區,南勢里,南勢街215號,南勢國小大門前,林口郵局(三重56支),(02)26085028#210,收信時間1000,121.358888,25.075277
3,普通信筒,2,雙口,新北市,淡水區,沙崙里,濱海路3段150號,海洋技術學院旁,淡水郵局(三重27支),(02)26226205#221,收信時間1100,121.4273919,25.191292899999997
3,普通信筒,3,四口,臺北市,大同區,鄰江里,重慶北路3段250-4號,重慶北路3段250-4號,臺北郵局大同投遞股,(02)23712415,收信時間 15:45,121.513611,25.071111
3,普通信筒,2,雙口,新北市,三芝區,埔頭里,中正路3段46號,馬偕醫學院警衛室旁,三芝郵局(三重33支),(02)26366259#222,收信時間1105,121.49953500000001,25.251903000000006
3,普通信筒,2,雙口,屏東縣,屏東市,,屏加路1號,,屏東郵局郵務股,(08)7235972,收信時間:12:30,120.45540200000002,22.642266999999986
3,普通信筒,3,四口,高雄市,鳳山區,鳳崗里,曹公路27號,曹公廟前,鳳山郵局快捷股,(07)7414103,收信時間17:06,120.35722,22.628035
3,普通信筒,2,雙口,臺中市,太平區,長億里,長億十街76號,福星公園前,太平宜欣郵局郵務股,(04)23982146#25,收信時間14：40,120.71666,24.11304
3,普通信筒,1,單口,花蓮縣,玉里鎮,泰昌里,中山路2段139號,泰昌郵局門口,玉里郵局,(03)8885001,收信時間:16:30,121.31397299999998,23.335782000000002
3,普通信筒,1,單口,花蓮縣,秀林鄉,和平村,113號,秀林和平郵局,新城郵局,(03)8612872,收信時間：16:00,121.749155,24.307974
4,普通信箱,1,單口,宜蘭縣,三星鄉,尚武村,健富路2段407號,耕莘健康管理專科學校,三星郵局（宜蘭第３５支局）,(03)9894014,收信時間 10:40,121.68644700000002,24.699210000000008
5,限時普通雙用信筒,2,雙口,花蓮縣,新城鄉,嘉新村,花師街37號,花蓮空軍基地郵局,花蓮郵局郵務科,(03)8324230#343,收信時間:16:00,121.62462099999996,24.018821
5,限時普通雙用信筒,2,雙口,高雄市,橋頭區,白樹里,樹德路90號1樓,九九百貨旁,岡山郵局郵務股,(07)6212462#134,收信時間09:00,120.304408,22.761238999999993
3,普通信筒,2,雙口,新北市,淡水區,崁頂里,中山北路2段3號,,淡水郵局(三重27支),(02)26226205#221,收信時間1400,121.44427500000002,25.183551
5,限時普通雙用信筒,3,四口,新北市,林口區,南勢里,文化三路1段376號,遠雄未來城大門前,林口郵局(三重56支),(02)26085028#211,收信時間1530,121.37052499999999,25.076478
4,普通信箱,2,雙口,嘉義縣,大林鎮,三角里,下林頭51號,社團國小,大林郵局,(05)2654118,收信時間：11:30,120.49549100000002,23.617296999999997
4,普通信箱,2,雙口,高雄市,大樹區,三和里,學城路一段12號3F,義大世界內,大樹郵局,(07)6510464#14,收信時間11:00,120.409444,22.730277
3,普通信筒,3,四口,臺北市,中山區,集英里,中山北路三段54號,中山北路三段54號,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.522499,25.068055
3,普通信筒,2,雙口,高雄市,大寮區,忠義里,鳳林四路313號,商協路大門口旁,鳳山郵局快捷股,(07)7414103,收信時間17:02,120.381388,22.620833
3,普通信筒,2,雙口,嘉義市,東區,華南,維新路2號,嘉義市維新路2號前,嘉義郵局快捷股,(05)2840002,收信時間:14:10,120.459444,23.479444
5,限時普通雙用信筒,2,雙口,新竹縣,竹北市,,六家五路一段,運動公園處,竹北郵局,(03)5551121,收信時間10:00,121.025899,24.809345999999998
5,限時普通雙用信筒,3,四口,臺北市,松山區,自強里,延壽街330巷6之2號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.560277,25.055833
3,普通信筒,2,雙口,新北市,石碇區,潭邊里,碇坪路1段78-80號,石碇郵局,木柵郵局郵務股,(02)29392781#50,收信時間17:15,121.657609,24.991348
4,普通信箱,2,雙口,基隆市,安樂區,安樂區,基金一路208巷200號,長庚醫院情人湖院區,基隆郵局投遞股,(02)24210139#139,收信時間10:30以後,121.709008,25.147380000000002
4,普通信箱,1,單口,新北市,平溪區,平溪里,嶺腳寮23 號,嶺腳寮火車站,木柵郵局郵務股,(02)29392781#50,收信時間17:20,121.775344,25.041644
4,普通信箱,2,雙口,新北市,深坑區,賴仲里,雲鄉路2號,雲鄉山莊警衛室,木柵郵局郵務股,(02)29392781,收信時間17:00,121.621111,24.999722
5,限時普通雙用信筒,2,雙口,屏東縣,東港鎮,興東里,光復路一段293號,東港郵局,屏東東港郵局,(08)8321085,收信時間:14:00,120.460451,22.469922
6,限時普通雙用信箱,2,雙口,屏東縣,萬丹鄉,灣內村,灣內路258號,,屏東萬丹郵局,(08)7772251,收信時間:14:00,120.462777,22.564444
5,限時普通雙用信筒,3,四口,新北市,林口區,湖南里,中山路581號,近文化二路口,林口郵局(三重56支),(02)26085028#211,收信時間1530,121.379999,25.082222
3,普通信筒,2,雙口,新北市,新莊區,西盛里,新樹路621號,,新莊郵局(三重36支),(02)29921622#400,收信時間1000,121.43311800000001,25.003701
4,普通信箱,2,雙口,新北市,三峽區,溪東里,溪東路251號,辭修高中,三峽郵局,(02)26721173#14,收信時間10:30,121.408313,24.932095000000004
3,普通信筒,2,雙口,新北市,三峽區,三峽里,中山路11號,三峽中山郵局前,三峽郵局,(02)26721173#14,收信時間17:00,121.36936600000001,24.934282
5,限時普通雙用信筒,2,雙口,新北市,樹林區,圳安里,俊英街118號,,樹林郵局郵務股,(02)26812850#20,收信時間16:00,121.427429,25.005735
5,限時普通雙用信筒,2,雙口,新北市,樹林區,圳生里,三俊街125號,,樹林郵局郵務股,(02)26812850#20,收信時間16:00,121.417777,25.015555
5,限時普通雙用信筒,3,四口,新北市,樹林區,南園里,大雅路293號,大雅路學勤路口,樹林郵局郵務股,(02)26812850#20,收信時間16:00,121.379484,24.948244000000006
5,限時普通雙用信筒,2,雙口,新北市,樹林區,南陽里,東榮街102號,,樹林郵局郵務股,(02)26812850#20,收信時間16:00,121.415833,24.9825
5,限時普通雙用信筒,3,四口,新北市,樹林區,三龍里,中正路708號,迴龍郵局門口,樹林郵局郵務股,(02)26812850#20,收信時間17:00,121.409239,25.017806999999998
1,限時信筒,2,雙口,新北市,板橋區,柏翠里,文化路二段385號,江子翠捷運站口,板橋郵局快捷股,(02)29645918,收信時間17:00,121.473226,25.031257999999998
5,限時普通雙用信筒,2,雙口,新北市,土城區,復興里,廣明街14號,,板橋郵局快捷股,(02)29645918,收信時間17:00,121.456111,24.992222
5,限時普通雙用信筒,2,雙口,新北市,土城區,延壽里,延和路230號,,板橋郵局快捷股,(02)29545918,收信時間16:30,121.469444,24.989999
5,限時普通雙用信筒,2,雙口,新北市,土城區,埤林里,忠承路81號,,板橋郵局快捷股,(02)29645918,收信時間17:00,121.438611,24.965277
4,普通信箱,2,雙口,新北市,汐止區,福德里,福德一路101號,,汐止郵局郵務股,(02)86482866#315,收信時間10:00,121.638046,25.068331
3,普通信筒,2,雙口,嘉義市,西區,西平里,中興路672號,玉山郵局集郵檯旁,嘉義郵局快捷股,(05)2840002,收信時間：18:30,120.434444,23.4825
5,限時普通雙用信筒,3,四口,新北市,五股區,興珍里,五權一路114號,五權一路代辦所前,五股郵局(三重21支),(02)22919553,收信時間1600,121.460114,25.068087
5,限時普通雙用信筒,3,四口,臺北市,大同區,玉泉里,塔城街38號,塔城街長安西路口,臺北郵局大同投遞股,(02)23712415,收信時間15:45,121.510555,25.052222
3,普通信筒,2,雙口,桃園市,中壢區,青埔里,領航南路二段208號,,桃園郵局中壢投遞股,(03)4622472#20,10:50,121.214444,25.004722
5,限時普通雙用信筒,3,四口,臺北市,大同區,光能里,南京西路49號,南京西路,臺北郵局大同投遞股,(02)23712415,收信時間15:45,121.51998599999997,25.05303500000001
4,普通信箱,1,單口,高雄市,燕巢區,深水里,深中路58號,高雄應用科技大學圖文部內代辦所,岡山郵局郵務股,(07)6212462#134,收信時間10:00,120.39987300000001,22.772617
3,普通信筒,3,四口,臺北市,松山區,新益里,撫遠街304號,撫遠街富錦街口我家牛排,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.566388,25.061388
3,普通信筒,1,單口,屏東縣,泰武鄉,泰武村,阿夫魯岸路1號,,屏東潮州郵局,(08)7882146,收信時間:14:00,120.60927499999997,22.60615600000001
3,普通信筒,2,雙口,宜蘭縣,五結鄉,季新村,五濱路2段201號,國立傳統藝術中心內(代辦所),羅東郵局郵務股,(03)9561933#301,收信時間14:00,121.824506,24.686432999999997
3,普通信筒,2,雙口,桃園市,龜山區,兔坑里,幸美七街30號1樓,,龜山文化郵局,(03)3185741,09:30,121.356666,24.994444
5,限時普通雙用信筒,2,雙口,臺南市,永康區,西勢里,富強路一段278號,西勢國小前,永康郵局,(06)2332501,收信時間10:30,120.276111,23.018888
3,普通信筒,2,雙口,臺南市,白河區,仙草里,仙草63號,白河榮民之家辦公室前,白河郵局,(06)6831134,收信時間11:00,120.476388,23.343888
6,限時普通雙用信箱,2,雙口,南投縣,草屯鎮,南埔里,中正路286-5號,南埔郵局,草屯郵局,(049)2328367,收信時間16:00,120.72179,23.979659
5,限時普通雙用信筒,2,雙口,臺中市,新社區,復盛里,興社街二段28之2號,,東勢郵局,(04)25873231,收信時間16：30,120.81007699999999,24.235157
4,普通信箱,2,雙口,苗栗縣,銅鑼鄉,盛隆村,新隆11號,,銅鑼郵局,(037)981133,收信時間13:50,120.808772,24.429602
3,普通信筒,1,單口,屏東縣,琉球鄉,本福村,民族路20-1號,,屏東琉球郵局,(08)8612507,收信時間:14:00,120.381111,22.353611
3,普通信筒,2,雙口,新北市,汐止區,環河里,南陽街207號前,南陽代辦所前,汐止郵局郵務股,(02)86482866#315,收信時間16:00,121.62557500000001,25.058695999999998
3,普通信筒,2,雙口,桃園市,桃園區,南埔里,大興西路二段251號,7-11便利商店前,桃園郵局桃園投遞股,(03)3323929#303,收信時間08:45,121.294417,25.008478
3,普通信筒,2,雙口,新竹市,北區,武陵里,武陵路69號,,新竹郵局投遞股,(03)5240075,收信時間10:00,120.965555,24.818055
4,普通信箱,2,雙口,雲林縣,土庫鎮,石廟里,文仁街78號,,土庫郵局,(05)6622718,收信時間 11:30,120.39224300000001,23.684752000000003
5,限時普通雙用信筒,3,四口,新北市,林口區,南勢里,文化三路1段557號,,林口郵局(三重56支),(02)26085028#211,收信時間1530,121.370277,25.076111
3,普通信筒,2,雙口,新北市,林口區,南勢里,文化三路1段163號,忠孝三路口,林口郵局(三重56支),(02)26085028#211,收信時間1530,121.361666,25.069166
3,普通信筒,1,單口,金門縣,金寧鄉,盤山里,大學路1號,金門大學前門,金門山外郵局,(082)333741#28,收信時間:09:10,118.32415400000001,24.445136
3,普通信筒,1,單口,金門縣,金寧鄉,盤山里,大學路1號,金門大學後門,金門山外郵局,(082)333741#28,收信時間:09:10,118.324139,24.445341000000003
5,限時普通雙用信筒,2,雙口,桃園市,大園區,,航站南路9號,臺灣桃園國際機場郵局,大園郵局,(03)3869118#12,17:00,121.238333,25.080555
3,普通信筒,2,雙口,桃園市,蘆竹區,,南工路一段11號,,蘆竹郵局,(03)3218739#0,10:00,121.278815,25.059737000000002
3,普通信筒,2,雙口,桃園市,蘆竹區,,南福街187號,蘆竹光明郵局門口,蘆竹郵局,(03)3218739,17:00,121.293333,25.0375
1,限時信筒,2,雙口,高雄市,左營區,菜公里,文自路186號,高雄28代辦所,高北快包股,(07)3109620,收信時間14:30,120.3075,22.672499
1,限時信筒,2,雙口,高雄市,左營區,新光里,華夏路390號,左營華夏路郵局前,左營華夏路郵局,(07)3415636,收信時間17:00,120.298888,22.673055
1,限時信筒,2,雙口,高雄市,仁武區,八卦里,八德南路396號,仁武八德郵局前,仁武八德郵局,(07)3733510,收信時間17:00,120.34,22.680833
3,普通信筒,2,雙口,高雄市,楠梓區,清豐里,土庫路61號,超商前,高北快包股,(07)3109620,收信時間13:30,120.33235699999999,22.736210999999997
1,限時信筒,2,雙口,高雄市,左營區,新下里,博愛二路777號,漢神百貨後門,高北快包股,(07)3109620,收信時間13:30,120.303285,22.664522
1,限時信筒,1,單口,高雄市,左營區,合群里,海景街411號,緯六路海景街口,高北快包股,(07)3109620,收信時間13:30,120.29112099999996,22.697430000000008
3,普通信筒,2,雙口,新竹市,北區,光南里,四維路21巷口,四維路21巷口,新竹郵局投遞股,(03)5240075,收信時間09:30,120.962486,24.798617
3,普通信筒,3,四口,臺北市,中正區,林興里,汀州路3段40號,三軍民眾醫院左側,臺北郵局大同投遞股,(02)23712415,收信時間15：45,121.5292,25.0171
3,普通信筒,3,四口,臺北市,中正區,文盛里,羅斯福路3段222號,,臺北郵局大同投遞股,(02)23712415,收信時間15：45,121.52982999999999,25.018909999999998
5,限時普通雙用信筒,3,四口,臺北市,中正區,文盛里,羅斯福路3段292號,,臺北郵局大同投遞股,(02)23712415,收信時間15：45,121.532499,25.016388
3,普通信筒,3,四口,臺北市,中正區,水源里,汀州路3段301號,汀州郵局(71支局),臺北郵局大同投遞股,(02)23712415,收信時間15：45,121.536111,25.011944
3,普通信筒,3,四口,臺北市,中正區,富水里,思源路12號,國宅,臺北郵局大同投遞股,(02)23712415,收信時間15：45,121.5315,25.0147
3,普通信筒,2,雙口,桃園市,中壢區,,培英路289號,,桃園郵局中壢投遞股,(03)4622472#20,08:30,121.224093,24.972103999999998
3,普通信筒,2,雙口,桃園市,平鎮區,,復興街55號,,平鎮郵局,(03)4024420,11:00,121.204957,24.954263
3,普通信筒,2,雙口,桃園市,平鎮區,,廣義街及廣泰路口,,平鎮郵局,(03)4024420,11:00,121.203811,24.945236
3,普通信筒,2,雙口,桃園市,平鎮區,,平東路一段185號,東勢國小,平鎮郵局,(03)4024420,11:00,121.231734,24.911597
3,普通信筒,2,雙口,新北市,土城區,明德里,明德路二段58-1號,捷運土城段海山站1號出口,板橋郵局快捷股,(02)29645918,收信時間17:30,121.448888,24.983333
3,普通信筒,2,雙口,新北市,板橋區,介壽里,文化路一段188巷56號,中山國中校門口,板橋郵局快捷股,(02)29640211,收信時間16:30,121.467732,25.018406
3,普通信筒,2,雙口,新北市,淡水區,新興里,新民街120巷23號,,淡水郵局(三重27支),(02)26226205#221,收信時間1400,121.438611,25.178333
5,限時普通雙用信筒,2,雙口,新北市,永和區,潭安里,安樂路74號,安樂路72巷口,永和郵務股,(02)29212041#400,收信時間16:52,121.514705,24.998333
3,普通信筒,2,雙口,彰化縣,彰化市,彰安里,民族路267號,曉陽郵局前,彰化郵局投遞股,(04)7616685,收信時間16：30,120.540881,24.078464
5,限時普通雙用信筒,2,雙口,彰化縣,彰化市,南瑤里,中山路二段655號,,彰化郵局投遞股,(04)7616685,收信時間09：00,120.545833,24.081666
6,限時普通雙用信箱,2,雙口,彰化縣,彰化市,,中央路184號,中央路財經大樓前,彰化郵局投遞股,(04)7616685,收信時間08：00,120.526666,24.067777
5,限時普通雙用信筒,2,雙口,彰化縣,彰化市,,建國東路142號,阿夷里代辦所前,彰化郵局投遞股,(04)7616685,收信時間09：10,120.554444,24.097222
5,限時普通雙用信筒,2,雙口,彰化縣,彰化市,,向陽街168號,,彰化郵局投遞股,(04)7616685,收信時間08：00,120.530555,24.065
3,普通信筒,2,雙口,彰化縣,彰化市,台鳳里,一心東路2號,OK便利商店門前,彰化郵局投遞股,(04)7616685,收信時間09：10,120.562803,24.076743
4,普通信箱,2,雙口,彰化縣,彰化市,磚瑤里,芳草街17號,,彰化郵局投遞股,(04)7616685,收信時間10：05,120.515037,24.075496999999995
4,普通信箱,2,雙口,彰化縣,彰化市,快官里,彰南路四段402號,,彰化郵局投遞股,(04)7616685,收信時間10：30,120.611388,24.071388
4,普通信箱,2,雙口,彰化縣,彰化市,福田里,彰南路五段381號,,彰化郵局投遞股,(04)7616685,收信時間10：40,120.618055,24.062777
5,限時普通雙用信筒,2,雙口,彰化縣,伸港鄉,,中興路二段197號,,伸港郵局,(04)7982139,收信時間16：40,120.486666,24.161666
3,普通信筒,2,雙口,彰化縣,福興鄉,,彰鹿路七段373號,,鹿港郵局,(04)8852142,收信時間16：00,120.447777,24.047222
3,普通信筒,2,雙口,彰化縣,二林鎮,永興里,二溪路六段290號,萬興郵局前,二林郵局,(04)8964284,收信時間17：00,120.42277399999999,23.954539
3,普通信筒,2,雙口,彰化縣,芳苑鄉,,芳漢路王功段300號,王功郵局,二林郵局,(04)8964284,收信時間17：00,120.338611,23.962499
5,限時普通雙用信筒,2,雙口,彰化縣,芳苑鄉,建平村,二溪路二段462號,草湖郵局,二林郵局,(04)8964284,收信時間17：00,120.387699,23.959986
5,限時普通雙用信筒,2,雙口,彰化縣,員林市,,大同路二段137號,三橋郵局前,員林郵局,(04)8321015,收信時間17：05,120.578888,23.966944
4,普通信箱,1,單口,彰化縣,大村鄉,,大崙路2巷10號,,員林郵局,(04)8321015,收信時間11：30,120.538611,23.990833
3,普通信筒,2,雙口,彰化縣,二林鎮,,仁愛路707號,二林郵局前,二林郵局,(04)8964284,收信時間17：30,120.366944,23.903888
4,普通信箱,2,雙口,桃園市,蘆竹區,,富國路二段850號,蘆竹國小,蘆竹郵局,(03)3218739,09:00,121.26698400000002,25.050899000000005
3,普通信筒,3,四口,臺北市,中山區,江寧里,復興北路368號,中山國中捷運站前,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.544166,25.060555
3,普通信筒,3,四口,臺北市,中山區,晴光里,德惠街9號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.525,25.066666
3,普通信筒,3,四口,臺北市,大安區,敦安里,信義路4段199巷2號,巷口前,臺北郵局大安投遞股,(02)27224423#11,收信時間16:00,121.551666,25.033611
4,普通信箱,2,雙口,臺北市,大安區,學府里,長興街131號,自來水廠內,臺北郵局大安投遞股,(02)27075847#14,收信時間16:00,121.548284,25.015597
3,普通信筒,3,四口,臺北市,大安區,建倫里,忠孝東路4段210號,三商百貨前,臺北郵局大安投遞股,(02)27075847#14,收信時間16:00,121.552777,25.041111
3,普通信筒,3,四口,臺北市,大安區,正聲里,忠孝東路4段290號,第6代辦所,臺北郵局大安投遞股,(02)27075847#14,收信時間16:00,121.556111,25.041111
3,普通信筒,2,雙口,臺北市,大安區,正聲里,忠孝東路4段320號,第23代辦所,臺北郵局大安投遞股,(02)27075847#14,收信時間16:00,121.5575,25.041111
3,普通信筒,3,四口,臺北市,大安區,車層里,仁愛路4段343號,中國信託前,臺北郵局大安投遞股,(02)27075847#14,收信時間16:00,121.553888,25.038055
3,普通信筒,2,雙口,苗栗縣,後龍鎮,新民里,中正路120號,,後龍郵局,(037)722056,收信時間10:20,120.81468629550281,24.6121494121653
3,普通信筒,2,雙口,苗栗縣,造橋鄉,談文村,學府路168號,育達科技大學,竹南郵局,(037)472634#15,收信時間11:00,120.84247747407252,24.65105249266991
3,普通信筒,2,雙口,新北市,板橋區,華德里,四川路二段245巷60號,信義國小校門前,板橋郵局快捷股,(02)29645918,收信時間17:00,121.453055,24.991666
3,普通信筒,2,雙口,苗栗縣,頭份市,興隆里,花園東路75號,,頭份郵局,(037)663114#18,收信時間11:00,120.94359100000001,24.691375999999998
